138.025787353516,1490.50134277344,179.73530303259,0,0,0,17.3608170477069,17.1848903141881,14.9861392974854,-960.92569732666,0,16384,1.28031430337136,0,0.0239525243225217,0
138.799118041992,1482.7763671875,179.73530303259,0,0,0,17.2644182030455,17.2130155292814,0,-1062.82456207275,0,16384,1.36986841650812,0,0.0239525243225217,0
139.485107421875,1475.61206054688,179.441001814741,0,0,0,17.1891471425692,17.2361735425688,0,-1205.94481277466,0,16384,1.47572998248733,0,0.0239525243225217,1000
147.264541625977,1376.42639160156,176.285221736444,0,0,0,12.9348639536533,17.3399647694744,950.815630912781,-1172.43192481995,0,16384,2.82173436661261,0,0.0239525243225217,1150
148.001037597656,1365.07263183594,176.016278619689,0,0,0,12.0086323670737,17.2372524919909,924.233904838562,-1160.56009864807,0,16384,2.96315439113015,0,0.0239525243225217,1350
148.919540405273,1350.46643066406,175.701401750829,0,0,0,10.8413091409972,17.1351191260919,895.608843803406,-1154.7175693512,0,16384,3.17685698227028,0,0.0239525243225217,1600
149.950775146484,1333.54748535156,175.357447817087,0,0,0,9.55951302228461,16.942446156152,751.069354057312,-1071.33756446838,0,16384,3.40251349784901,0,0.0239525243225217,1750
150.744842529297,1319.88989257813,175.103699130111,0,0,0,8.68609841757049,16.6793976220862,580.654307365417,-965.962076187134,0,16384,3.64401772006799,0,0.0239525243225217,1900
151.36784362793,1308.83459472656,174.918916408234,0,0,0,8.10447873563632,16.4215216394625,464.126139640808,-921.931497573853,0,16384,3.80390659315797,0,0.0239525243225217,2150
152.328872680664,1291.58129882813,174.662647277609,0,0,0,7.35971727229507,15.9985984599219,538.455760002136,-911.23606300354,0,16384,4.12132766591807,0,0.0239525243225217,2300
152.877365112305,1281.40393066406,174.520580787091,0,0,0,6.8839890271296,15.7828856667075,534.088938713074,-913.077127456665,0,16384,4.27954052539933,0,0.0239525243225217,2400
153.210189819336,1275.09912109375,174.435399638451,0,0,0,6.59100128805373,15.6561820270149,515.762278556824,-936.146829605103,0,16384,4.35626464580099,0,0.0239525243225217,2450
153.453277587891,1270.39526367188,174.373017174384,0,0,0,6.37443549763885,15.5590375579266,514.093028068542,-978.442972183228,0,16384,4.44036092408018,0,0.0239525243225217,2550
153.755615234375,1264.37609863281,174.295714734066,0,0,0,6.10136705832635,15.4226472824507,527.930430412292,-1047.16709327698,0,16384,4.61156962499763,0,0.0239525243225217,2650
154.254241943359,1254.33972167969,174.182929694439,0,0,0,5.64253628625076,15.2389901312676,524.350474357605,-1103.07175636292,0,16384,4.77309056440646,0,0.0239525243225217,3000
155.278289794922,1232.74060058594,173.987652215177,0,0,0,4.63002567822073,14.9338202286519,578.372324943542,-1212.0931186676,0,16384,5.12188607827634,0,0.0239525243225217,3700
157.403915405273,1182.560546875,173.67141403469,0,0,0,2.07825528400616,14.0208067749008,664.691172599792,-1183.47898292542,0,16384,6.05959254155664,0,0.0239525243225217,3750
157.592544555664,1177.64440917969,173.65207067195,0,0,0,1.80245219050885,13.9021132255546,750.81179523468,-1179.43894386292,0,16384,6.15065498846396,0,0.0239525243225217,3900
