118.483711242676,1638.30700683594,199.020118617826,0,0,0,4.35321647888993,-1.09756660765976,0,0,0,16384,-127,-119,0.0332859625062102
118.537986755371,1638.14770507813,198.941020263895,0,0,0,4.42733455909949,-1.15580189559984,0,0,0,16384,-127,-119,0.0332859625062102
118.632354736328,1637.90942382813,198.815998313624,0,0,0,4.55769699476812,-1.26385571675997,0,-10.1302547454834,0,16384,-127,-119,0.0332859625062102
118.748374938965,1637.67700195313,198.638849960759,0,0,0,4.73738322383375,-1.39505991462017,-396.998161315918,0,0,16384,-127,-119,0.0332859625062102
118.793395996094,1637.60925292969,198.558919531534,0,0,0,4.89918743476336,-1.45548953371863,-926.622421264648,0,0,16384,-127,-119,0.0332859625062102
118.812492370605,1637.58325195313,198.518927311426,0,0,0,5.06260127922582,-1.49668239294957,-1197.66742324829,0,0,16384,-127,-119,0.0332859625062102
118.853797912598,1637.53833007813,198.353690692498,0,0,0,6.53174743919588,-1.72751813698822,-2376.79727172852,0,0,16384,-127,-119,0.0332859625062102
118.853042602539,1637.54345703125,198.316519894874,0,0,0,7.02214242948953,-1.78032167908159,-2634.79919433594,0,0,16384,-127,-119,0.0332859625062102
118.844078063965,1637.56274414063,198.251953138631,0,0,0,7.92507569392947,-1.86789028480878,-2683.47970581055,0,0,16384,-127,-119,0.0332859625062102
118.826103210449,1637.59765625,198.173467240822,0,0,0,8.98323067149506,-1.95625005398426,-2680.9665222168,0,0,16384,-127,-119,0.0332859625062102
118.799911499023,1637.65356445313,198.065104848305,0,0,0,10.1906888281439,-2.04571215275939,-2678.6774597168,0,0,16384,-127,-119,0.0332859625062102
118.728927612305,1637.83093261719,197.736044486504,0,0,0,12.7471831392153,-2.22860866309737,-2650.84298706055,0,0,16384,-127,-119,0.0332859625062102
118.678604125977,1637.98767089844,197.457951329168,0,0,0,14.3741262324601,-2.31730341044185,-2625.09567260742,0,0,16384,-127,-119,0.0332859625062102
118.648384094238,1638.09448242188,197.27354536492,0,0,0,15.315627960907,-2.36034263303785,-2624.01022338867,0,0,16384,-127,-119,0.0332859625062102
118.603317260742,1638.26721191406,196.985166999325,0,0,0,16.6573860270689,-2.4152560880638,-2576.27828979492,0,0,16384,-127,-119,0.0332859625062102
118.511054992676,1638.67016601563,196.359708806529,0,0,0,19.2566288747575,-2.49671269188906,-2504.38327026367,0,0,16384,-127,-119,0.0332859625062102
